"All","Todos",module,Magento_AdminGws
"None","Nenhum",module,Magento_AdminGws
"Allowed Scopes","Âmbitos permitidos",module,Magento_AdminGws
"More permissions are needed to delete the ""%1"" item.","São necessárias mais permissões para excluir o item ""%1"".",module,Magento_AdminGws
"You need more permissions to apply some of the rule updates.","Precisa de mais permissões para aplicar algumas das atualizações de regras.",module,Magento_AdminGws
"More permissions are needed to view this item.","São necessárias mais permissões para visualizar este item.",module,Magento_AdminGws
"This entity needs to be assigned to a store view. Verify the entity assignment and try again.","Esta entidade precisa de ser atribuída a uma visão de loja. Verifique a atribuição da entidade e tente novamente.",module,Magento_AdminGws
"This item needs to be assigned to a store view.,module,Magento_AdminGws
Please select a website for this product in ""Product in Websites"".","Este item precisa ser atribuído a uma visão de loja.,module,Magento_AdminGws
Por favor, selecione um site para esse produto em ""Produto em Sites "".",module,Magento_AdminGws
"Orders can only be completed in an active store. Verify the store and try again.","Apenas poderá concluir encomendas numa loja ativa. Verifique se a loja está ativa e tente novamente.",module,Magento_AdminGws
"This item needs to be assigned to a store view. Assign item and try again.","Este item precisa ser atribuído a uma visão de loja. Atribuir o item e tente novamente.",module,Magento_AdminGws
"More permissions are needed to save this item.","São necessárias mais permissões para salvar este item.",module,Magento_AdminGws
"More permissions are needed to delete this item.","São necessárias mais permissões para excluir este item.",module,Magento_AdminGws
"At least one website or store group needs to be selected. Select and try again.","Necessita selecionar pelo menos um site ou grupo de loja. Selecione e tente novamente.",module,Magento_AdminGws
"More permissions are needed to set All Scopes to a Role.","São necessárias mais permissões para definir todos os âmbitos a uma Regra.",module,Magento_AdminGws
"The ""%1"" website ID is incorrect. Verify the website ID and try again.","O ID do site ""%1"" está incorreto. Verifique se o ID do site e tente novamente.",module,Magento_AdminGws
"You need more permissions to access website ""%1"".","Precisa de mais permissões para aceder ao website ""%1"".",module,Magento_AdminGws
"The ""%1"" store ID is incorrect. Verify the store ID and try again.","A identificação de loja ""%1"" está incorreta. Verifique se o ID da loja e tente novamente.",module,Magento_AdminGws
"More permissions are needed to save this setting.","Necessita de mais permissões poder salvar esta configuração.",module,Magento_AdminGws
"Role Scopes","Escopos da Função",module,Magento_AdminGws
"Custom","Personalizado",module,Magento_AdminGws
"Read Details","Ver Detalhes",module,Magento_AdminNotification
"Mark as Read","Marcar como Lido",module,Magento_AdminNotification
"Are you sure?","Tem a certeza?",module,Magento_AdminNotification
"Remove","Eliminar",module,Magento_AdminNotification
"Messages Inbox","Caixa de entrada de mensagens",module,Magento_AdminNotification
"You have %1 new system messages","Você tem %1 novas mensagens de sistema",module,Magento_AdminNotification
"You have %1 new system message","Você tem %1 nova(s) mensagem(ns) de sistema",module,Magento_AdminNotification
"Incoming Message","Nova mensagem",module,Magento_AdminNotification
"close","fechar",module,Magento_AdminNotification
"Notifications","Notificações",module,Magento_AdminNotification
"The message has been marked as Read.","A mensagem foi marcada como lida.",module,Magento_AdminNotification
"We couldn't mark the notification as Read because of an error.","Não foi possível marcar a notificação como Lida porque ocorreu um erro.",module,Magento_AdminNotification
"Please select messages.","Por favor, seleccione as mensagens.",module,Magento_AdminNotification
"A total of %1 record(s) have been marked as Read.","Foram marcados como lidos um total de %1 registo(s).",module,Magento_AdminNotification
"Total of %1 record(s) have been removed.","Um total de %1 registos foram eliminados.",module,Magento_AdminNotification
"We couldn't remove the messages because of an error.","Não foi possível eliminar as mensagens porque ocorreu um erro.",module,Magento_AdminNotification
"The message has been removed.","A mensagem foi removida.",module,Magento_AdminNotification
"You have viewed and resolved all recent system notices. Please refresh the web page to clear the notice alert.","Você visualizou e resolveu todos os avisos recentes do sistema. Atualize a página da web para limpar o alerta de aviso.",module,Magento_AdminNotification
"1 Hour","1 hora",module,Magento_AdminNotification
"2 Hours","2 horas",module,Magento_AdminNotification
"6 Hours","6 horas",module,Magento_AdminNotification
"12 Hours","12 horas",module,Magento_AdminNotification
"24 Hours","24 horas",module,Magento_AdminNotification
"critical","crítico",module,Magento_AdminNotification
"major","alto",module,Magento_AdminNotification
"minor","baixo",module,Magento_AdminNotification
"notice","aviso",module,Magento_AdminNotification
"Wrong message type","Tipo de mensagem errada",module,Magento_AdminNotification
"Wrong notification ID specified.","ID de notificação errado.",module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","O URL {{base_url}} não é recomendado em ambiente de produção para declarar o URL Base Inseguro / URL Base Seguro. É altamente recomendado alterar este valor na <a href=""%1"">configuration</a> Magento.",module,Magento_AdminNotification
"One or more of the Cache Types are invalidated: %1. ","Um ou mais tipos de cache estão invalidados: %1. ",module,Magento_AdminNotification
